document,topic,gamma
"Manfred te Grotenhuis, Ben Pelzer, Liying Luo, Alexander W. Schmidt-Catran; The Intrinsic Estimator, Alternative Estimates, and Predictions of Mortality Trends: A Comment on Masters, Hummer, Powers, Beck, Lin, and Finch. Demography 1 August 2016; 53 (4): 1245–1252. doi: https://doi.org/10.1007/s13524-016-0476-8",6,4.610084197801399e-5
Mao-Mei Liu; Migrant Networks and International Migration: Testing Weak Ties. Demography 1 August 2013; 50 (4): 1243–1277. doi: https://doi.org/10.1007/s13524-013-0213-5,6,1.013305435691244e-5
Marc Luy; Estimating Mortality Differences in Developed Countries From Survey Information on Maternal and Paternal Orphanhood. Demography 1 May 2012; 49 (2): 607–627. doi: https://doi.org/10.1007/s13524-012-0101-4,6,0.5031360924427616
"Marcella Alsan, Vincenzo Atella, Jay Bhattacharya, Valentina Conti, Iván Mejía-Guevara, Grant Miller; Technological Progress and Health Convergence: The Case of Penicillin in Postwar Italy. Demography 1 August 2021; 58 (4): 1473–1498. doi: https://doi.org/10.1215/00703370-9368970",6,1.2919642357585668e-5
"Marcia J. Carlson, Alicia G. VanOrman, Natasha V. Pilkauskas; Examining the Antecedents of U.S. Nonmarital Fatherhood. Demography 1 August 2013; 50 (4): 1421–1447. doi: https://doi.org/10.1007/s13524-013-0201-9",6,1.3936953319590746e-5
"Marco Bertoni, Giorgio Brunello; Later-borns Don’t Give Up: The Temporary Effects of Birth Order on European Earnings. Demography 1 April 2016; 53 (2): 449–470. doi: https://doi.org/10.1007/s13524-016-0454-1",6,1.5064003095674506e-5
"Marco Bonetti, Raffaella Piccarreta, Gaia Salford; Parametric and Nonparametric Analysis of Life Courses: An Application to Family Formation Patterns. Demography 1 June 2013; 50 (3): 881–902. doi: https://doi.org/10.1007/s13524-012-0191-z",6,0.15890069173480786
"Marco Tosi, Alice Goisis; Mental Health Around the Transition to First Birth: Does Medically Assisted Reproduction Matter?. Demography 1 August 2021; 58 (4): 1347–1371. doi: https://doi.org/10.1215/00703370-9335177",6,1.213122074101389e-5
Marcus Dillender; The Death of Marriage? The Effects of New Forms of Legal Recognition on Marriage Rates in the United States. Demography 1 April 2014; 51 (2): 563–585. doi: https://doi.org/10.1007/s13524-013-0277-2,6,1.6409566798920547e-5
Margot Moinester; Beyond the Border and Into the Heartland: Spatial Patterning of U.S. Immigration Detention. Demography 1 June 2018; 55 (3): 1147–1193. doi: https://doi.org/10.1007/s13524-018-0679-2,6,5.533339404766763e-4
"Maria Cancian, Daniel R. Meyer, Patricia R. Brown, Steven T. Cook; Who Gets Custody Now? Dramatic Changes in Children’s Living Arrangements After Divorce. Demography 1 August 2014; 51 (4): 1381–1396. doi: https://doi.org/10.1007/s13524-014-0307-8",6,0.006631246917001753
"Maria Cancian, Daniel R. Meyer, Steven T. Cook; The Evolution of Family Complexity from the Perspective of Nonmarital Children. Demography 1 August 2011; 48 (3): 957–982. doi: https://doi.org/10.1007/s13524-011-0041-4",6,0.05608951190665899
"Maria Cancian, Daniel R. Meyer; Testing the Economic Independence Hypothesis: The Effect of an Exogenous Increase in Child Support on Subsequent Marriage and Cohabitation. Demography 1 June 2014; 51 (3): 857–880. doi: https://doi.org/10.1007/s13524-014-0295-8",6,1.3774796797197165e-5
"Maria Esther Caballero, Brian C. Cadena, Brian K. Kovak; Measuring Geographic Migration Patterns Using Matrículas Consulares. Demography 1 June 2018; 55 (3): 1119–1145. doi: https://doi.org/10.1007/s13524-018-0675-6",6,1.0849085409909633e-5
"Maria Sironi, George B. Ploubidis, Emily M. Grundy; Fertility History and Biomarkers Using Prospective Data: Evidence From the 1958 National Child Development Study. Demography 1 April 2020; 57 (2): 529–558. doi: https://doi.org/10.1007/s13524-020-00855-x",6,0.014937777789595756
"Marianne P. Bitler, Lucie Schmidt; Utilization of Infertility Treatments: The Effects of Insurance Mandates. Demography 1 February 2012; 49 (1): 125–149. doi: https://doi.org/10.1007/s13524-011-0078-4",6,1.1575085859026037e-5
"Marigee Bacolod, Marcos A. Rangel; Economic Assimilation and Skill Acquisition: Evidence From the Occupational Sorting of Childhood Immigrants. Demography 1 April 2017; 54 (2): 571–602. doi: https://doi.org/10.1007/s13524-017-0558-2",6,1.1761630862826776e-5
"Marília R. Nepomuceno, Qi Cui, Alyson van Raalte, José Manuel Aburto, Vladimir Canudas-Romo; The Cross-sectional Average Inequality in Lifespan (CAL†): A Lifespan Variation Measure That Reflects the Mortality Histories of Cohorts. Demography 1 February 2022; 59 (1): 187–206. doi: https://doi.org/10.1215/00703370-9637380",6,0.010757598135111648
"Mark S. Handcock, Andrew L. Hicks, Narayan Sastry, Anne R. Pebley; A Note on “Sequential Neighborhood Effects” by Hicks et al. (2018). Demography 1 April 2021; 58 (2): 773–784. doi: https://doi.org/10.1215/00703370-9000711",6,3.3304974016421905e-5
"Martin Dribe, Paul Nystedt; Educational Homogamy and Gender-Specific Earnings: Sweden, 1990–2009. Demography 1 August 2013; 50 (4): 1197–1216. doi: https://doi.org/10.1007/s13524-012-0188-7",6,1.8354311436448605e-5
Martin Flatø; The Differential Mortality of Undesired Infants in Sub-Saharan Africa. Demography 1 February 2018; 55 (1): 271–294. doi: https://doi.org/10.1007/s13524-017-0638-3,6,0.09423329873795772
"Martin Kolk, Gunnar Andersson; Two Decades of Same-Sex Marriage in Sweden: A Demographic Account of Developments in Marriage, Childbearing, and Divorce. Demography 1 February 2020; 57 (1): 147–169. doi: https://doi.org/10.1007/s13524-019-00847-6",6,0.04935689312210605
"Martin O’Flaherty, Janeen Baxter, Michele Haynes, Gavin Turrell; The Family Life Course and Health: Partnership, Fertility Histories, and Later-Life Physical Health Trajectories in Australia. Demography 1 June 2016; 53 (3): 777–804. doi: https://doi.org/10.1007/s13524-016-0478-6",6,0.10011527459311567
"Massimo Anelli, Nicoletta Balbo; Fertility Drain or Fertility Gain? Emigration and Fertility During the Great Recession in Italy. Demography 1 April 2021; 58 (2): 631–654. doi: https://doi.org/10.1215/00703370-9001598",6,0.3227034256145266
"Mathew E. Hauer, Carl P. Schmertmann; Population Pyramids Yield Accurate Estimates of Total Fertility Rates. Demography 1 February 2020; 57 (1): 221–241. doi: https://doi.org/10.1007/s13524-019-00842-x",6,0.7904977686628651
"Mathew E. Hauer, Steven R. Holloway, Takashi Oda; Evacuees and Migrants Exhibit Different Migration Systems After the Great East Japan Earthquake and Tsunami. Demography 1 August 2020; 57 (4): 1437–1457. doi: https://doi.org/10.1007/s13524-020-00883-7",6,1.6898839246637337e-5
"Mathias Czaika, Christopher R. Parsons; The Gravity of High-Skilled Migration Policies. Demography 1 April 2017; 54 (2): 603–630. doi: https://doi.org/10.1007/s13524-017-0559-1",6,1.2649693264910514e-5
Mathias Lerch; The Role of Migration in the Urban Transition: A Demonstration From Albania. Demography 1 August 2014; 51 (4): 1527–1550. doi: https://doi.org/10.1007/s13524-014-0315-8,6,0.2334175752320405
Matthew P. Forsstrom; The Epidemic of Despair and Infant Mortality: A Research Note. Demography 1 February 2022; 59 (1): 51–59. doi: https://doi.org/10.1215/00703370-9621725,6,4.0371595868736125e-5
"Matthew Painter, Adrianne Frech, Kristi Williams; Nonmarital Fertility, Union History, and Women’s Wealth. Demography 1 February 2015; 52 (1): 153–182. doi: https://doi.org/10.1007/s13524-014-0367-9",6,1.3094290391383249e-5
"Matthias Börger, Martin Genz, Jochen Ruß; Extension, Compression, and Beyond: A Unique Classification System for Mortality Evolution Patterns. Demography 1 August 2018; 55 (4): 1343–1361. doi: https://doi.org/10.1007/s13524-018-0694-3",6,1.8565380314548235e-5
"Matthias Rieger, Sofia Karina Trommlerová; Age-Specific Correlates of Child Growth. Demography 1 February 2016; 53 (1): 241–267. doi: https://doi.org/10.1007/s13524-015-0449-3",6,0.028273051645022435
"Matthijs Kalmijn; Family Disruption and Intergenerational Reproduction: Comparing the Influences of Married Parents, Divorced Parents, and Stepparents. Demography 1 June 2015; 52 (3): 811–833. doi: https://doi.org/10.1007/s13524-015-0388-z",6,1.4427605965653533e-5
Matthijs Kalmijn; The Educational Gradient in Marriage: A Comparison of 25 European Countries. Demography 1 August 2013; 50 (4): 1499–1520. doi: https://doi.org/10.1007/s13524-013-0229-x,6,0.08928102964301542
"Max Besbris, Ariela Schachter, John Kuk; The Unequal Availability of Rental Housing Information Across Neighborhoods. Demography 1 August 2021; 58 (4): 1197–1221. doi: https://doi.org/10.1215/00703370-9357518",6,1.1740894661591431e-5
"Melissa Scharoun-Lee, Penny Gordon-Larsen, Linda S. Adair, Barry M. Popkin, Jay S. Kaufman, Chirayath M. Suchindran; Intergenerational Profiles of Socioeconomic (Dis)advantage and Obesity During the Transition to Adulthood. Demography 1 May 2011; 48 (2): 625–651. doi: https://doi.org/10.1007/s13524-011-0024-5",6,1.1959654085120818e-5
"Michaël Boissonneault, Joop de Beer; Microsimulation of Household and Marital Transitions Leading to Childlessness Among Dutch Women Born Between 1971 and 2000. Demography 1 February 2022; 59 (1): 137–160. doi: https://doi.org/10.1215/00703370-9624050",6,0.4779211171310522
Michael Geruso; Black-White Disparities in Life Expectancy: How Much Can the Standard SES Variables Explain?. Demography 1 May 2012; 49 (2): 553–574. doi: https://doi.org/10.1007/s13524-011-0089-1,6,1.4771630905996833e-5
"Michael Grätz, Kieron J. Barclay, Øyvind N. Wiborg, Torkild H. Lyngstad, Aleksi Karhula, Jani Erola, Patrick Präg, Thomas Laidley, Dalton Conley; Sibling Similarity in Education Across and Within Societies. Demography 1 June 2021; 58 (3): 1011–1037. doi: https://doi.org/10.1215/00703370-9164021",6,0.06264730312705685
Michael J. Rosenfeld; Reply to Allen et al.. Demography 1 June 2013; 50 (3): 963–969. doi: https://doi.org/10.1007/s13524-012-0170-4,6,5.0515796298924647e-5
"Michael S. Rendall, Eowna Young Harrison, Mónica L. Caudillo; Intentionally or Ambivalently Risking a Short Interpregnancy Interval: Reproductive-Readiness Factors in Women’s Postpartum Non-Use of Contraception. Demography 1 June 2020; 57 (3): 821–841. doi: https://doi.org/10.1007/s13524-020-00859-7",6,1.4295975599650238e-5
"Michael S. Rendall, Margaret M. Weden, Melissa M. Favreault, Hilary Waldron; The Protective Effect of Marriage for Survival: A Review and Update. Demography 1 May 2011; 48 (2): 481–506. doi: https://doi.org/10.1007/s13524-011-0032-5",6,1.3244027271324825e-5
"Michael S. Rendall, Peter Brownell, Sarah Kups; Declining Return Migration From the United States to Mexico in the Late-2000s Recession: A Research Note. Demography 1 August 2011; 48 (3): 1049–1058. doi: https://doi.org/10.1007/s13524-011-0049-9",6,3.4006516533070154e-5
"Michal Engelman, Christopher L. Seplaki, Ravi Varadhan; A Quiescent Phase in Human Mortality? Exploring the Ages of Least Vulnerability. Demography 1 June 2017; 54 (3): 1097–1118. doi: https://doi.org/10.1007/s13524-017-0569-z",6,0.00860946807347501
"Michel Guillot, Julio Romero Prieto, Andrea Verhulst, Patrick Gerland; Modeling Age Patterns of Under-5 Mortality: Results From a Log-Quadratic Model Applied to High-Quality Vital Registration Data. Demography 1 February 2022; 59 (1): 321–347. doi: https://doi.org/10.1215/00703370-9709538",6,0.08311756238481988
"Michel Guillot, Natalia Gavrilova, Tetyana Pudrovska; Understanding the “Russian Mortality Paradox” in Central Asia: Evidence from Kyrgyzstan. Demography 1 August 2011; 48 (3): 1081–1104. doi: https://doi.org/10.1007/s13524-011-0036-1",6,1.3046193052190069e-5
"Mieke C. W. Eeckhaut, Michael S. Rendall, Polina Zvavitch; Women's Use of Long-Acting Reversible Contraception for Birth Timing and Birth Stopping. Demography 1 August 2021; 58 (4): 1327–1346. doi: https://doi.org/10.1215/00703370-9386084",6,0.06323915248729255
Miguel Ceballos; Simulating the Effects of Acculturation and Return Migration on the Maternal and Infant Health of Mexican Immigrants in the United States: A Research Note. Demography 1 May 2011; 48 (2): 425–436. doi: https://doi.org/10.1007/s13524-011-0017-4,6,2.7368164865115063e-5
"Miikka Voutilainen, Jouni Helske, Harri Högmander; A Bayesian Reconstruction of a Historical Population in Finland, 1647–1850. Demography 1 June 2020; 57 (3): 1171–1192. doi: https://doi.org/10.1007/s13524-020-00889-1",6,0.4002365858873966
"Mikko Myrskylä, Andrew Fenelon; Maternal Age and Offspring Adult Health: Evidence From the Health and Retirement Study. Demography 1 November 2012; 49 (4): 1231–1257. doi: https://doi.org/10.1007/s13524-012-0132-x",6,1.1416340685818082e-5
"Mikko Myrskylä, Joshua R. Goldstein; Probabilistic Forecasting Using Stochastic Diffusion Models, With Applications to Cohort Processes of Marriage and Fertility. Demography 1 February 2013; 50 (1): 237–260. doi: https://doi.org/10.1007/s13524-012-0154-4",6,0.26083011380242127
"Ming Wen, Danan Gu; The Effects of Childhood, Adult, and Community Socioeconomic Conditions on Health and Mortality among Older Adults in China. Demography 1 February 2011; 48 (1): 153–181. doi: https://doi.org/10.1007/s13524-010-0003-2",6,1.3107176613371778e-5
"Mingming Ma, Jenjira Yahirun, Joseph Saenz, Connor Sheehan; Offspring Educational Attainment and Older Parents' Cognition in Mexico. Demography 1 February 2021; 58 (1): 75–109. doi: https://doi.org/10.1215/00703370-8931725",6,9.664326310543303e-6
Mircea Trandafir; Legal Recognition of Same-Sex Couples and Family Formation. Demography 1 February 2015; 52 (1): 113–151. doi: https://doi.org/10.1007/s13524-014-0361-2,6,0.14726570112776702
Mircea Trandafir; The Effect of Same-Sex Marriage Laws on Different-Sex Marriage: Evidence From the Netherlands. Demography 1 February 2014; 51 (1): 317–340. doi: https://doi.org/10.1007/s13524-013-0248-7,6,0.04476027821738375
"Mónica Hernández-Alava, Gurleen Popli; Children’s Development and Parental Input: Evidence From the UK Millennium Cohort Study. Demography 1 April 2017; 54 (2): 485–511. doi: https://doi.org/10.1007/s13524-017-0554-6",6,1.2731311173984592e-5
"Monica J. Grant, Sara Yeatman; The Impact of Family Transitions on Child Fostering in Rural Malawi. Demography 1 February 2014; 51 (1): 205–228. doi: https://doi.org/10.1007/s13524-013-0239-8",6,1.5666449685551747e-5
"Mónica L. Caudillo, Andrés Villarreal; The Opioid Epidemic and Nonmarital Childbearing in the United States, 2000–2016. Demography 1 February 2021; 58 (1): 345–378. doi: https://doi.org/10.1215/00703370-8937348",6,0.015386759130982313
Mónica L. Caudillo; Advanced School Progression Relative to Age and Early Family Formation in Mexico. Demography 1 June 2019; 56 (3): 863–890. doi: https://doi.org/10.1007/s13524-019-00782-6,6,0.015154639102417489
"Morgan E. Levine, Eileen M. Crimmins; Is 60 the New 50? Examining Changes in Biological Age Over the Past Two Decades. Demography 1 April 2018; 55 (2): 387–402. doi: https://doi.org/10.1007/s13524-017-0644-5",6,2.1990869286280983e-5
"Moussa Bougma, Thomas K. LeGrand, Jean-François Kobiané; Fertility Decline and Child Schooling in Urban Settings of Burkina Faso. Demography 1 February 2015; 52 (1): 281–313. doi: https://doi.org/10.1007/s13524-014-0355-0",6,0.10042720586867532
"Nadia Diamond-Smith, David Bishai; Evidence of Self-correction of Child Sex Ratios in India: A District-Level Analysis of Child Sex Ratios From 1981 to 2011. Demography 1 April 2015; 52 (2): 641–666. doi: https://doi.org/10.1007/s13524-014-0356-z",6,0.0671858254038659
"Nancy Luke, Shelley Clark, Eliya M. Zulu; The Relationship History Calendar: Improving the Scope and Quality of Data on Youth Sexual Behavior. Demography 1 August 2011; 48 (3): 1151–1176. doi: https://doi.org/10.1007/s13524-011-0051-2",6,1.1515041749769253e-5
"Naomi F. Sugie, Michael C. Lens; Daytime Locations in Spatial Mismatch: Job Accessibility and Employment at Reentry From Prison. Demography 1 April 2017; 54 (2): 775–800. doi: https://doi.org/10.1007/s13524-017-0549-3",6,0.015711541081990663
"Narayan Sastry, Jesse Gregory; The Location of Displaced New Orleans Residents in the Year After Hurricane Katrina. Demography 1 June 2014; 51 (3): 753–775. doi: https://doi.org/10.1007/s13524-014-0284-y",6,1.3129788166954307e-5
"Natalie Nitsche, Anna Matysiak, Jan Van Bavel, Daniele Vignoli; Partners’ Educational Pairings and Fertility Across Europe. Demography 1 August 2018; 55 (4): 1195–1232. doi: https://doi.org/10.1007/s13524-018-0681-8",6,0.21849306201663918
